id,reference,generated,rouge1,rouge2,rougeL,relevance,completeness,faithfulness,coherence,conciseness,fluency,avg_score
140427_pg_bd_heat_dhaka_ac,গত বেশ কিছুদিন বাংলাদেশের রাজধানী ঢাকায় বাসিন্দাদের আলোচনার প্রধান বিষয় দু:সহ গরম।,"ঢাকায় গত ৫০ বছরের মধ্যে সবচেয়ে বেশি তাপমাত্রা রেকর্ড হওয়ায় শীতাতপ নিয়ন্ত্রণ যন্ত্রের (এসি) চাহিদা ব্যাপকভাবে বেড়ে গেছে, ফলে বাজারে সরবরাহ সংকট দেখা দিয়েছে। এক বা দেড় টনের এসি প্রায় নেই বললেই চলে, আর যেগুলো পাওয়া যাচ্ছে সেগুলোর দামও বেড়ে গেছে। অন্যদিকে, এসি বসানোর জন্য পর্যাপ্ত কারিগর না থাকা এবং বেড়ে যাওয়া বিদ্যুৎ ব্যবহারের কারণে লোডশেডিং বেড়ে যাচ্ছে।",5.63,0.0,2.82,2.0,2.0,1.0,4.0,3.0,5.0,2.83
news-56880849,"বাংলাদেশে স্বাস্থ্য অধিদপ্তরের তথ্যে দেখা গেছে, গত সপ্তাহে যেখানে নমুনা পরীক্ষার বিচারে কোভিড-১৯ রোগী শনাক্তের হার ছিল ২৩ শতাংশ, কয়েকদিনের ব্যবধানে সেটি এখন ১৩ শতাংশে নেমে এসেছে।","গত কয়েকদিনে করোনাভাইরাসে আক্রান্ত ও মৃত্যুর সংখ্যা কিছুটা কমেছে, যা চলমান লকডাউনের কারণে হয়েছে বলে স্বাস্থ্য বিশেষজ্ঞরা মনে করছেন। তবে গত ২৪ ঘণ্টায় নতুন করে ১০১ জনের মৃত্যু হয়েছে এবং সরকার জীবন-জীবিকার কথা বিবেচনা করে দোকানপাট ও শপিংমল খুলে দিয়েছে, যা সংক্রমণ ঝুঁকি বাড়াতে পারে বলে বিশেষজ্ঞরা সতর্ক করেছেন।",5.13,0.0,5.13,2.0,1.0,1.0,4.0,3.0,5.0,2.67
news-42949518,ভারতে মুঘল আমলে নির্মিত আইকনিক স্থাপত্য তাজমহলের প্রাঙ্গণে সে রাজ্যের সরকার 'রামলীলা' অনুষ্ঠান আয়োজনের সিদ্ধান্ত নেওয়ার পর তা নিয়ে বিতর্ক চরমে উঠেছে।,"উত্তরপ্রদেশ সরকার তাজমহলকে কেন্দ্র করে আয়োজিত 'তাজ মহোৎসব' -এর এবারের উদ্বোধনী অনুষ্ঠান হিন্দু দেবতা রামের জীবনগাথা-নির্ভর নৃত্যগীতের মাধ্যমে করার সিদ্ধান্ত নিয়েছে, যা বিজেপি নেতারা স্বাগত জানালেও বিরোধী দল ও অনেক ঐতিহাসিকের সমালোচনার মুখে পড়েছে। এই সিদ্ধান্তে মুঘল সংস্কৃতি উদযাপনের ঐতিহ্য বদলে রামলীলা ও রাম-বন্দনাকে মূল থিম হিসেবে বেছে নেওয়া হয়েছে, যদিও বিজেপি নেতারা একে মেরুকরণ নয় বরং ঐক্যের প্রতীক হিসেবে বর্ণনা করছেন। ঐতিহাসিক পুষ্পেশ পন্থের মতে, শুধু একাধিক রামলীলা আয়োজনে তাজমহলের ভারতীয় সংস্কৃতির অবিচ্ছেদ্য স্থান পরিবর্তিত হবে না।",11.76,0.0,5.88,3.0,3.0,1.0,4.0,2.0,5.0,3.0
news-56080104,বাংলাদেশের সেনাপ্রধান ও তার ভাইদের নানা কর্মকাণ্ড ও দুর্নীতির অভিযোগ নিয়ে কাতার-ভিত্তিক টেলিভিশন চ্যানেল আল জাজিরার করা একটি অনুসন্ধানী প্রতিবেদন 'অসৎ উদ্দেশ্য' নিয়ে করা হয়েছে বলে দাবি করছেন জেনারেল আজিজ আহমেদ।,"বাংলাদেশের সেনাবাহিনী প্রধান জেনারেল আজিজ আহমেদ আল জাজিরার 'অল দ্য প্রাইম মিনিস্টার'স মেন' প্রতিবেদন নিয়ে প্রথমবার প্রকাশ্যে মন্তব্য করেছেন। তিনি দাবি করেন, প্রতিবেদনটি তাকে হেয় করার মাধ্যমে প্রধানমন্ত্রীকেও হেয় করেছে এবং তার ভাইদের বিরুদ্ধে কোনো সাজা বা মামলা ছিল না। এছাড়া, ব্যক্তিগত সফরে সরকারি নিরাপত্তা প্রোটোকল ব্যবহার না করাকে তিনি দুর্বলতা হিসেবে উল্লেখ করেন।",25.29,9.41,13.79,3.0,3.0,1.0,4.0,4.0,4.0,3.17
news-54239981,বাংলাদেশে শীতের সময় করোনাভাইরাস সংক্রমণের প্রকোপ আরও বাড়তে পারে বা দ্বিতীয় ঢেউ আসতে পারে- এমন আশংকা থেকে সরকার ভাইরাসটি প্রতিরোধ এবং চিকিৎসার ব্যাপারে একটি রোডম্যাপ তৈরি করেছে।,স্বাস্থ্য মন্ত্রণালয় ঠাণ্ডাজনিত রোগ ও কোভিড-১৯-এর চিকিৎসা আলাদাভাবে সাজানোর নির্দেশ দিয়েছে। শীতকালে সংক্রমণ বাড়ার আশঙ্কায় কোভিড-১৯-এর জন্য নির্ধারিত হাসপাতালগুলো পুনরায় চালু ও মাস্ক না পরলে কঠোর আইন প্রয়োগের প্রস্তুতি নেওয়া হয়েছে। প্রধানমন্ত্রীর শঙ্কার পর বিশেষজ্ঞ কমিটির পরামর্শে এই পরিকল্পনা তৈরি করা হয়।,2.74,0.0,2.74,3.0,3.0,1.0,4.0,4.0,5.0,3.33
news-49144997,টেলিভিশনে পাকিস্তানের শীর্ষস্থানীয় বিরোধী রাজনীতিবিদ আসিফ আলী জারদারির সাক্ষাৎকার নিচ্ছিলেন সুপরিচিত একজন সাংবাদিক হামিদ মীর। সাক্ষাৎকারটির সম্প্রচার শুরু হওয়ার কয়েক মিনিটের মধ্যেই এর সম্প্রচার বন্ধ হয়ে যায়।,"পাকিস্তানের একটি টিভি চ্যানেলে বিরোধী নেতাদের সাক্ষাৎকার মাঝপথে বন্ধ করে বিজ্ঞাপন দেখানোর ঘটনা সংবাদ মাধ্যমের স্বাধীনতা হ্রাসের ইঙ্গিত দেয়। সাংবাদিকরা এই সেন্সরশিপের প্রতিবাদ করলেও সরকার ও সেনাবাহিনী অভিযোগ অস্বীকার করে। ফলে পাকিস্তানের সংবাদ মাধ্যমের স্বাধীনতা সূচকে অবস্থান ১৮০ দেশের মধ্যে ১৪২তম, যা পশ্চিমা দেশগুলোর সাথে সম্পর্ক উন্নয়নে বাধা সৃষ্টি করছে।",10.39,0.0,10.39,2.0,2.0,1.0,4.0,3.0,5.0,2.83
news-56878093,বাংলাদেশে আগামীকাল সোমবার থেকে করোনাভাইরাসের টিকার প্রথম ডোজ দেয়া বন্ধ করে দিচ্ছে কর্তৃপক্ষ।,"ভারতের টিকা রপ্তানি নিষেধাজ্ঞার কারণে সিরাম ইনস্টিটিউট থেকে নির্ধারিত ৫০ লাখ ডোজের সরবরাহ ব্যাহত হওয়ায় বাংলাদেশে প্রথম ডোজের টিকাদান সাময়িকভাবে বন্ধ ঘোষণা করা হয়েছে। ২৪ এপ্রিল পর্যন্ত ৫৭ লাখের বেশি মানুষ প্রথম ডোজ নিলেও হাতে থাকা টিকা দ্বিতীয় ডোজ দিতেই পর্যাপ্ত নয়। সরকার এখন পর্যন্ত মোট এক কোটি দুই লাখ ডোজ টিকা পেলেও, সরবরাহ সংকটের কারণে এই সিদ্ধান্ত নিতে বাধ্য হয়েছে।",13.51,2.78,8.11,3.0,5.0,1.0,4.0,3.0,5.0,3.5
news-51083336,গত ১৫ বছর ধরে কেটি মেইসনরুজ অপেক্ষা করছেন এমন এক সফরের জন্য যেটি তাকে পৃথিবী থেকে নিয়ে যাবে ভিন্ন এক জগতে।,"৬১ বছর বয়সী অধ্যাপক কেটি মেইসনরুজ ২০০৫ সালে আড়াই লাখ ডলারে ভার্জিন গ্যালাকটিকের মহাকাশ ভ্রমণের টিকিট কিনেছিলেন। কোম্পানিটি আশা করছে এ বছরই তাদের প্রথম বাণিজ্যিক ফ্লাইট চালু হবে, যেখানে প্রতিষ্ঠাতা রিচার্ড ব্র্যানসন থাকবেন। এ পর্যন্ত ৬০০ জন টিকিট কিনেছেন, যার মধ্যে সেলিব্রিটিরাও রয়েছেন, এবং প্রতিদ্বন্দ্বী কোম্পানি ব্লু অরিজিন ও স্পেসএক্সও এ বছর মহাকাশ পর্যটন কার্যক্রম শুরু করতে চায়।",7.59,2.6,7.59,2.0,2.0,1.0,4.0,2.0,5.0,2.67
news-46679946,ইতালিতে অভিবাসীদের এক কেন্দ্রে একটি দু'বছরের শিশুর খৎনা করানোর সময় অতিরিক্ত রক্তক্ষরণ শুরু হবার ফলে ছেলেটি মারা গেছে।,"ইতালির মন্টেরন্ডো উপশহরে অবৈধ খৎনার কারণে এক নাইজেরিয়ান বংশোদ্ভূত শিশুর মৃত্যু হয়েছে; তার ভাই একই পদ্ধতিতে খৎনা করানোর পর হাসপাতালে চিকিৎসাধীন রয়েছে। ঘটনায় লিবিয়ান বংশোদ্ভূত এক আমেরিকান ডাক্তারকে গ্রেফতার করা হয়েছে এবং তার বিরুদ্ধে হত্যা মামলা রুজু হয়েছে। ইতালিতে প্রতি বছর প্রায় পাঁচ হাজার খৎনা হয়, যার এক-তৃতীয়াংশ অবৈধভাবে সম্পন্ন হয়, তবে অতিরিক্ত রক্তক্ষরণে মৃত্যু অত্যন্ত বিরল।",15.58,2.67,12.99,2.0,3.0,1.0,5.0,3.0,5.0,3.17
news-47301727,পনের বছর বয়সে তথাকথিত ইসলামিক স্টেট বা আইএসে যোগ দেয়া শামীমা বেগম ব্রিটিশ নাগরিকত্ব হারাতে যাচ্ছেন।,"শামীমা বেগমের বয়স ১৯ হওয়ায় তিনি অন্য দেশের নাগরিকত্ব পাওয়ার যোগ্য, ফলে তার ব্রিটিশ নাগরিকত্ব বাতিল হতে পারে। তার আইনজীবী এই সিদ্ধান্তে হতাশ হয়ে আইনি পদক্ষেপ বিবেচনা করছেন। বর্তমানে সিরিয়ার শরণার্থী ক্যাম্পে থাকা শামীমা তার সন্তানকে যুক্তরাজ্যে বড় করতে চান এবং ফিরে আসতে আগ্রহী।",10.0,3.45,10.0,3.0,2.0,1.0,5.0,4.0,5.0,3.33
news-49709690,প্রিয়াঙ্কা তরফদার বৃষ্টি বছর তিনেক আগে শ্রীমঙ্গলে তার গ্রামের বাড়ি থেকে ছুটি কাটিয়ে ঢাকায় ফিরছিলেন।,"গত পাঁচ বছরে ট্রেনে পাথর নিক্ষেপের ঘটনায় ২,০০০-এর বেশি জানালা-দরজা ভাঙার রেকর্ড রয়েছে। প্রিয়াঙ্কা তরফদার ও শরীফ মোস্তফা কামালের মতো যাত্রীরা এতে আক্রান্ত হয়েছেন, যার মধ্যে প্রিয়াঙ্কা মোবাইলের কারণে বেঁচে গেলেও শরীফ কপালে আঘাত পেয়ে অজ্ঞান হয়েছিলেন। বাংলাদেশের প্রায় তিন হাজার কিলোমিটার রেলপথে এ ধরনের ঘটনা প্রায়শই ঘটে।",6.06,3.12,6.06,1.0,1.0,1.0,4.0,3.0,5.0,2.5
news-56546869,গত দু বছরের মধ্যে চতুর্থবারের মতো একই সমস্যা হচ্ছে ইসরায়েলে- নির্বাচনের পর সংখ্যাগরিষ্ঠতা পেয়েও ক্ষমতায় থাকার জন্য প্রয়োজনীয় আসনের জন্য হাহাকার করতে হচ্ছে প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহুকে।,ইসরায়েলের সাম্প্রতিক নির্বাচনে কোনো দলই নিরঙ্কুশ সংখ্যাগরিষ্ঠতা না পাওয়ায় পাঁচটি আসন জয়ী ইসলামপন্থী আরব দল রাম (ইউনাইটেড আরব লিস্ট) কিংমেকার হিসেবে আবির্ভূত হয়েছে। মানসুর আব্বাসের নেতৃত্বাধীন এই দলটি ২০২০ সালে জয়েন্ট আরব লিস্ট থেকে বেরিয়ে এসে এককভাবে নির্বাচনে লড়ে এই অবস্থান তৈরি করেছে। এখন রামের সিদ্ধান্তের ওপরই নির্ভর করছে বর্তমান প্রধানমন্ত্রী নেতানিয়াহু ক্ষমতায় থাকবেন নাকি তাকে বিদায় করতে হবে।,9.41,0.0,7.06,2.0,1.0,1.0,4.0,3.0,5.0,2.67
news-56728594,বাংলাদেশের মন্ত্রিপরিষদ বিভাগ সাত দিনের লকডাউনের যে বিধি-নিষেধ দিয়েছে বুধবার থেকে তার মধ্যে সব ধরণের আর্থিক প্রতিষ্ঠান বন্ধ রাখার নির্দেশ দেয়া হয়েছে।,"বাংলাদেশ ব্যাংকের নির্দেশনা অনুযায়ী, কিছু বিশেষ শাখা ছাড়া সব ব্যাংকিং কার্যক্রম বন্ধ থাকবে, তবে জরুরি প্রয়োজনে এটিএম থেকে টাকা তোলা এবং অনলাইন ব্যাংকিং চালু থাকবে। সমুদ্র, স্থল ও বিমান বন্দর এলাকার ব্যাংক শাখাগুলো খোলা রাখার জন্য বন্দর কর্তৃপক্ষের সাথে আলোচনা করে ব্যবস্থা নিতে হবে। বিধিনিষেধ কার্যকর হওয়ার আগে আজই ব্যাংকগুলোর সর্বশেষ কর্মদিবস।",10.67,0.0,8.0,3.0,2.0,1.0,4.0,3.0,5.0,3.0
news-52668365,বাংলাদেশে করোনাভাইরাস মহামারির মধ্যে লকডাউনের কারণে ক্ষতিগ্রস্ত ৫০ লাখ দরিদ্র পরিবারকে ঈদ উপলক্ষে আড়াই হাজার টাকা করে নগদ সহায়তা দেয়া শুরু করা হয়েছে।,"দেশে পাঁচ কোটির বেশি মানুষের খাদ্য সাহায্য জরুরি হয়ে পড়েছে, এবং সরকার নগদ টাকা বিতরণ ও বিভিন্ন খাদ্য সহায়তা কর্মসূচি চালালেও অনিয়ম ও সমন্বয়হীনতার অভিযোগ উঠেছে। ত্রাণ কার্যক্রম তদারকিতে জেলাভিত্তিক সচিব নিয়োগের পরও অনেক মানুষ সহায়তা না পাওয়ার অভিযোগ করছেন। বগুড়ার বাসিন্দা মাসুদ রানার মতো অসংখ্য মানুষ দুই মাসের লকডাউনে চরম সংকটে থাকলেও সরকারি খাদ্য সাহায্য বা তালিকাভুক্ত হতে পারেননি।",7.23,0.0,4.82,1.0,1.0,1.0,4.0,2.0,5.0,2.33
news-45932627,জামাল খাসোগজির হত্যকাণ্ড সম্পর্কে আরেকটি নতুন ভাষ্য হাজির করেছে সৌদি আরব।,"জামাল খাসোগজি হত্যাকাণ্ড নিয়ে সৌদি আরবের বক্তব্য একাধিকবার পরিবর্তিত হয়েছে; প্রথমে অস্বীকার করলেও পরে স্বীকার করে যে তিনি কনস্যুলেটের ভেতরেই নিহত হয়েছেন। সর্বশেষ এক উর্ধ্বতন সৌদি কর্মকর্তার ভাষ্য অনুযায়ী, ১৫ সদস্যের একটি দল তাকে ঔষধ দিয়ে অচেতন করে অপহরণের চেষ্টা করে এবং বাধা পেয়ে জাপট ধরলে তিনি শ্বাসরুদ্ধ হয়ে মারা যান। এরপর দলের একজন তার পোশাক পরে কনস্যুলেট থেকে বেরিয়ে যাওয়ার ভান করে, যা আগের বিবৃতির সঙ্গে সাংঘর্ষিক।",7.59,0.0,5.06,4.0,5.0,1.0,5.0,3.0,5.0,3.83
