id,reference,generated,rouge1,rouge2,rougeL,relevance,completeness,faithfulness,coherence,conciseness,fluency,avg_score
140427_pg_bd_heat_dhaka_ac,গত বেশ কিছুদিন বাংলাদেশের রাজধানী ঢাকায় বাসিন্দাদের আলোচনার প্রধান বিষয় দু:সহ গরম।,চলতি মৌসুমে ঢাকায় গত ৫০ বছরের রেকর্ড ভেঙে তীব্র দাবদাহ চলায় শীতাতপ নিয়ন্ত্রণ যন্ত্রের (এসি) চাহিদা অস্বাভাবিক হারে বেড়েছে। বাজারে এসির তীব্র সংকট ও দাম বৃদ্ধির পাশাপাশি দক্ষ মিস্ত্রির অভাবে তা ইনস্টল করাও কঠিন হয়ে পড়েছে। এছাড়া এসির অতিরিক্ত ব্যবহারের ফলে বিদ্যুতের চাহিদা বেড়ে যাওয়ায় লোডশেডিংয়ের ভোগান্তিও চরমে পৌঁছেছে।,3.23,0.0,3.23,2.0,4.0,1.0,4.0,3.0,5.0,3.17
news-56880849,"বাংলাদেশে স্বাস্থ্য অধিদপ্তরের তথ্যে দেখা গেছে, গত সপ্তাহে যেখানে নমুনা পরীক্ষার বিচারে কোভিড-১৯ রোগী শনাক্তের হার ছিল ২৩ শতাংশ, কয়েকদিনের ব্যবধানে সেটি এখন ১৩ শতাংশে নেমে এসেছে।",দেশে চলমান লকডাউনের ফলে করোনাভাইরাস সংক্রমণ ও মৃত্যুর হার কিছুটা কমেছে বলে বিশেষজ্ঞরা মনে করছেন। তবে জীবন-জীবিকার প্রয়োজনে সরকার দোকানপাট ও শপিংমল খুলে দেওয়ায় সংক্রমণের ঝুঁকি নতুন করে বাড়ার আশঙ্কা দেখা দিয়েছে। জনসমাগম নিয়ন্ত্রণের মাধ্যমেই কেবল ভাইরাসের বিস্তার রোধ করা সম্ভব বলে স্বাস্থ্য বিশেষজ্ঞরা সতর্ক করেছেন।,8.0,0.0,2.67,2.0,1.0,1.0,4.0,3.0,5.0,2.67
news-42949518,ভারতে মুঘল আমলে নির্মিত আইকনিক স্থাপত্য তাজমহলের প্রাঙ্গণে সে রাজ্যের সরকার 'রামলীলা' অনুষ্ঠান আয়োজনের সিদ্ধান্ত নেওয়ার পর তা নিয়ে বিতর্ক চরমে উঠেছে।,"উত্তরপ্রদেশ সরকার আগ্রার ঐতিহ্যবাহী 'তাজ মহোৎসব'-এর উদ্বোধনী আয়োজনে মুঘল সংস্কৃতির পরিবর্তে রামলীলা ও রাম-বন্দনাকে মূল থিম হিসেবে বেছে নিয়েছে। সরকারের এই সিদ্ধান্তের ফলে রাজনৈতিক মহলে বিতর্ক তৈরি হয়েছে, যেখানে বিজেপি একে স্বাভাবিক প্রক্রিয়া হিসেবে দেখলেও বিরোধীরা একে ঐতিহ্যের বিকৃতি বলে সমালোচনা করছে। ঐতিহাসিকদের মতে, তাজমহলের নিজস্ব সাংস্কৃতিক গুরুত্ব অপরিসীম এবং এই ধরনের পরিবর্তন তার মূল পরিচয়কে মুছে ফেলতে পারবে না।",11.9,0.0,7.14,3.0,4.0,1.0,5.0,3.0,5.0,3.5
news-56080104,বাংলাদেশের সেনাপ্রধান ও তার ভাইদের নানা কর্মকাণ্ড ও দুর্নীতির অভিযোগ নিয়ে কাতার-ভিত্তিক টেলিভিশন চ্যানেল আল জাজিরার করা একটি অনুসন্ধানী প্রতিবেদন 'অসৎ উদ্দেশ্য' নিয়ে করা হয়েছে বলে দাবি করছেন জেনারেল আজিজ আহমেদ।,"আল-জাজিরার প্রতিবেদনে নিজের ও পরিবারের বিরুদ্ধে আনা অভিযোগকে অসৎ উদ্দেশ্যপ্রণোদিত বলে মন্তব্য করেছেন সেনাবাহিনী প্রধান জেনারেল আজিজ আহমেদ। তিনি দাবি করেন, তার ভাইদের বিরুদ্ধে কোনো মামলা বা সাজা না থাকা সত্ত্বেও তাদের নিয়ে বিভ্রান্তি ছড়ানো হচ্ছে এবং এর মাধ্যমে মূলত প্রধানমন্ত্রীকে হেয় করার চেষ্টা করা হয়েছে। ব্যক্তিগত সফরে কোনো প্রোটোকল ব্যবহার না করার সুযোগ নিয়ে কেউ অপপ্রচার চালাচ্ছে বলেও তিনি উল্লেখ করেন।",25.26,8.6,14.74,3.0,4.0,2.0,4.0,3.0,5.0,3.5
news-54239981,বাংলাদেশে শীতের সময় করোনাভাইরাস সংক্রমণের প্রকোপ আরও বাড়তে পারে বা দ্বিতীয় ঢেউ আসতে পারে- এমন আশংকা থেকে সরকার ভাইরাসটি প্রতিরোধ এবং চিকিৎসার ব্যাপারে একটি রোডম্যাপ তৈরি করেছে।,"শীতকালে কোভিড-১৯ সংক্রমণ বৃদ্ধির আশঙ্কায় স্বাস্থ্য মন্ত্রণালয় ঠাণ্ডাজনিত রোগ ও করোনা চিকিৎসার জন্য পৃথক ও সুনির্দিষ্ট কর্মপরিকল্পনা গ্রহণ করেছে। এর অংশ হিসেবে প্রয়োজনীয় ঔষধ ও ভ্যাকসিনের মজুদ নিশ্চিত করার পাশাপাশি কোভিড ডেডিকেটেড হাসপাতালগুলোকে পুনরায় প্রস্তুত রাখা হচ্ছে। এছাড়া, স্বাস্থ্যবিধি মানাতে কঠোর আইন প্রয়োগের ওপর জোর দেওয়া হয়েছে।",5.33,0.0,5.33,3.0,4.0,2.0,5.0,3.0,5.0,3.67
news-49144997,টেলিভিশনে পাকিস্তানের শীর্ষস্থানীয় বিরোধী রাজনীতিবিদ আসিফ আলী জারদারির সাক্ষাৎকার নিচ্ছিলেন সুপরিচিত একজন সাংবাদিক হামিদ মীর। সাক্ষাৎকারটির সম্প্রচার শুরু হওয়ার কয়েক মিনিটের মধ্যেই এর সম্প্রচার বন্ধ হয়ে যায়।,"পাকিস্তানে বিরোধী নেতাদের সাক্ষাৎকার মাঝপথে বন্ধ করে দেওয়ার ঘটনা দেশটির সংবাদমাধ্যমের স্বাধীনতার ওপর কঠোর সেন্সরশিপের স্পষ্ট প্রমাণ বহন করছে। সরকার ও সেনাবাহিনী এসব অভিযোগ অস্বীকার করলেও, আন্তর্জাতিক বিভিন্ন সূচকে পাকিস্তানের নিম্ন অবস্থান এবং সাংবাদিকদের প্রতিবাদ পরিস্থিতিকে উদ্বেগজনক করে তুলেছে। সংবাদমাধ্যমের ওপর এই নিয়ন্ত্রণ দেশটির ভাবমূর্তি ক্ষুণ্ণ করার পাশাপাশি পশ্চিমা দেশগুলোর সাথে তাদের কূটনৈতিক সম্পর্ককেও ক্ষতিগ্রস্ত করছে।",9.64,0.0,7.23,2.0,2.0,1.0,4.0,3.0,5.0,2.83
news-56878093,বাংলাদেশে আগামীকাল সোমবার থেকে করোনাভাইরাসের টিকার প্রথম ডোজ দেয়া বন্ধ করে দিচ্ছে কর্তৃপক্ষ।,ভারতের টিকা রপ্তানিতে নিষেধাজ্ঞার ফলে সরবরাহ সংকটে পড়ে বাংলাদেশ সরকার ২৬ এপ্রিল থেকে কোভিড-১৯ টিকার প্রথম ডোজ প্রদান সাময়িকভাবে বন্ধ ঘোষণা করেছে। এখন পর্যন্ত প্রাপ্ত টিকার মজুদ দিয়ে দ্বিতীয় ডোজের চাহিদা পূরণ করা কঠিন হয়ে পড়ায় সরকার এই সিদ্ধান্ত নিয়েছে। বর্তমানে বিকল্প উৎস থেকে টিকা সংগ্রহের প্রচেষ্টা অব্যাহত রয়েছে।,15.87,6.56,15.87,3.0,5.0,1.0,4.0,3.0,5.0,3.5
news-51083336,গত ১৫ বছর ধরে কেটি মেইসনরুজ অপেক্ষা করছেন এমন এক সফরের জন্য যেটি তাকে পৃথিবী থেকে নিয়ে যাবে ভিন্ন এক জগতে।,"ভার্জিন গ্যালাকটিকের মতো বেসরকারি কোম্পানিগুলো পর্যটকদের মহাকাশে পাঠানোর প্রস্তুতি নিচ্ছে, যার অংশ হিসেবে কেটি মেইসনরুজসহ ৬০০ জন যাত্রী ইতোমধ্যেই টিকিট সংগ্রহ করেছেন। মহাকাশ পর্যটন শিল্পটি ভবিষ্যতে কয়েক বিলিয়ন ডলারের ব্যবসায় পরিণত হওয়ার সম্ভাবনা রয়েছে বলে বিশেষজ্ঞরা মনে করছেন। ভার্জিন গ্যালাকটিকের পাশাপাশি ব্লু অরিজিন ও স্পেস এক্সের মতো কোম্পানিগুলোও মহাকাশ ভ্রমণের প্রতিযোগিতায় যুক্ত হয়েছে।",5.41,0.0,5.41,2.0,1.0,1.0,5.0,4.0,5.0,3.0
news-46679946,ইতালিতে অভিবাসীদের এক কেন্দ্রে একটি দু'বছরের শিশুর খৎনা করানোর সময় অতিরিক্ত রক্তক্ষরণ শুরু হবার ফলে ছেলেটি মারা গেছে।,ইতালির রোমে অবৈধভাবে খৎনা করানোর সময় অতিরিক্ত রক্তক্ষরণে এক নাইজেরিয়ান শিশুর মৃত্যু হয়েছে এবং তার ভাইকে হাসপাতালে ভর্তি করা হয়েছে। এ ঘটনায় জড়িত লিবীয় বংশোদ্ভূত এক আমেরিকান ব্যক্তিকে গ্রেফতার করে হত্যা মামলা দায়ের করা হয়েছে। ইতালির সরকারি স্বাস্থ্যসেবায় খৎনার ব্যবস্থা না থাকায় এবং বেসরকারি ক্লিনিকে উচ্চ খরচের কারণে অনেক অভিবাসী পরিবার ঝুঁকিপূর্ণ ও অবৈধ উপায়ে এই প্রক্রিয়া সম্পন্ন করতে বাধ্য হচ্ছে।,12.5,2.56,7.5,2.0,2.0,1.0,4.0,2.0,5.0,2.67
news-47301727,পনের বছর বয়সে তথাকথিত ইসলামিক স্টেট বা আইএসে যোগ দেয়া শামীমা বেগম ব্রিটিশ নাগরিকত্ব হারাতে যাচ্ছেন।,"২০১৫ সালে সিরিয়ায় পাড়ি জমানো ব্রিটিশ-বাংলাদেশী শামীমা বেগম বর্তমানে শরণার্থী ক্যাম্পে অবস্থান করছেন এবং তিনি তার সন্তানকে নিয়ে যুক্তরাজ্যে ফিরতে আগ্রহী। তবে ব্রিটিশ স্বরাষ্ট্র মন্ত্রণালয় শামীমার নাগরিকত্ব বাতিলের প্রক্রিয়া শুরু করেছে, কারণ আইন অনুযায়ী অন্য দেশের নাগরিকত্ব পাওয়ার যোগ্যতা থাকলে রাষ্ট্রহীন হওয়ার ঝুঁকি ছাড়াই তার নাগরিকত্ব বাতিল করা সম্ভব। এই সিদ্ধান্তের বিরুদ্ধে শামীমার আইনজীবী আইনি লড়াইয়ের প্রস্তুতি নিচ্ছেন, যদিও শামীমা দাবি করেছেন যে তার কখনোই বাংলাদেশী পাসপোর্ট ছিল না।",9.3,2.38,9.3,2.0,2.0,2.0,4.0,3.0,5.0,3.0
news-49709690,প্রিয়াঙ্কা তরফদার বৃষ্টি বছর তিনেক আগে শ্রীমঙ্গলে তার গ্রামের বাড়ি থেকে ছুটি কাটিয়ে ঢাকায় ফিরছিলেন।,"গত পাঁচ বছরে বাংলাদেশে ট্রেনে পাথর নিক্ষেপের ঘটনায় দুই হাজারের বেশি জানালা-দরজা ভাঙার ঘটনা ঘটেছে, যা যাত্রীদের জীবনের জন্য বড় ধরনের ঝুঁকি তৈরি করেছে। চলন্ত ট্রেনে পাথর নিক্ষেপের ফলে অনেক যাত্রী গুরুতর আহত হয়েছেন এবং অনেকে মৃত্যুর মুখ থেকে ফিরে এসেছেন। এ ধরনের অনাকাঙ্ক্ষিত ও বিপজ্জনক পরিস্থিতি নিয়ন্ত্রণে রেলওয়ে কর্তৃপক্ষ বিভিন্ন পদক্ষেপ গ্রহণ করলেও সমস্যাটি এখনো পুরোপুরি নির্মূল করা সম্ভব হয়নি।",2.6,0.0,2.6,1.0,1.0,1.0,5.0,4.0,5.0,2.83
news-56546869,গত দু বছরের মধ্যে চতুর্থবারের মতো একই সমস্যা হচ্ছে ইসরায়েলে- নির্বাচনের পর সংখ্যাগরিষ্ঠতা পেয়েও ক্ষমতায় থাকার জন্য প্রয়োজনীয় আসনের জন্য হাহাকার করতে হচ্ছে প্রধানমন্ত্রী বেনিয়ামিন নেতানিয়াহুকে।,ইসরায়েলের সাম্প্রতিক নির্বাচনে কোনো পক্ষই নিরঙ্কুশ সংখ্যাগরিষ্ঠতা না পাওয়ায় মানসুর আব্বাসের নেতৃত্বাধীন ইসলামপন্থী দল 'রাম' সরকার গঠনের ক্ষেত্রে 'কিংমেকার' হিসেবে আবির্ভূত হয়েছে। জোট থেকে বেরিয়ে এককভাবে নির্বাচন করে পাঁচটি আসন জেতায় দলটি এখন নেতানিয়াহুর ক্ষমতা টিকে থাকা বা পতনের মূল চাবিকাঠি হয়ে দাঁড়িয়েছে। রক্ষণশীল ধারার এই দলটি ইসরায়েলি রাজনীতিতে আরব সম্প্রদায়ের প্রভাব ও দরকষাকষির নতুন সমীকরণ তৈরি করেছে।,2.38,0.0,2.38,2.0,2.0,1.0,5.0,4.0,5.0,3.17
news-56728594,বাংলাদেশের মন্ত্রিপরিষদ বিভাগ সাত দিনের লকডাউনের যে বিধি-নিষেধ দিয়েছে বুধবার থেকে তার মধ্যে সব ধরণের আর্থিক প্রতিষ্ঠান বন্ধ রাখার নির্দেশ দেয়া হয়েছে।,সরকার ঘোষিত বিধিনিষেধের সময় জরুরি প্রয়োজনে এটিএম ও অনলাইন ব্যাংকিং সেবা চালু রাখার নির্দেশ দিয়েছে বাংলাদেশ ব্যাংক। এ সময় বন্দর ও কাস্টমস এলাকার নির্দিষ্ট কিছু শাখা ছাড়া সব ব্যাংকিং কার্যক্রম বন্ধ থাকবে। তবে ব্যাংকগুলোকে এটিএম বুথে পর্যাপ্ত নগদ অর্থ সরবরাহ নিশ্চিত করতে বলা হয়েছে।,11.94,3.08,5.97,3.0,2.0,1.0,4.0,4.0,5.0,3.17
news-52668365,বাংলাদেশে করোনাভাইরাস মহামারির মধ্যে লকডাউনের কারণে ক্ষতিগ্রস্ত ৫০ লাখ দরিদ্র পরিবারকে ঈদ উপলক্ষে আড়াই হাজার টাকা করে নগদ সহায়তা দেয়া শুরু করা হয়েছে।,"দেশে পাঁচ কোটিরও বেশি মানুষের খাদ্য সহায়তা প্রয়োজন হলেও সরকারি ত্রাণ বিতরণে অনিয়ম ও সমন্বয়হীনতার অভিযোগ উঠেছে। সরকার মোবাইল ব্যাংকিংয়ের মাধ্যমে নগদ অর্থ ও খাদ্য সহায়তা প্রদান কার্যক্রম পরিচালনা করলেও, অনেক দুস্থ মানুষ এখনো সেই সহায়তার আওতার বাইরে রয়ে গেছেন। প্রশাসনের তদারকি সত্ত্বেও ত্রাণ বিতরণের তালিকা প্রণয়ন ও বণ্টনে স্বচ্ছতার অভাব থাকায় সাধারণ মানুষ চরম সংকটের সম্মুখীন হচ্ছেন।",2.47,0.0,2.47,1.0,1.0,1.0,4.0,3.0,5.0,2.5
news-45932627,জামাল খাসোগজির হত্যকাণ্ড সম্পর্কে আরেকটি নতুন ভাষ্য হাজির করেছে সৌদি আরব।,"জামাল খাসোগজির মৃত্যু নিয়ে সৌদি আরব বারবার তাদের আগের বক্তব্য পরিবর্তন করে নতুন নতুন ভাষ্য দিচ্ছে। সর্বশেষ তথ্যানুযায়ী, সৌদি কর্মকর্তারা তাকে অপহরণের চেষ্টা করলে ধস্তাধস্তির এক পর্যায়ে তিনি শ্বাসরুদ্ধ হয়ে মারা যান। ঘটনার সত্যতা নিয়ে সৌদি আরবের এমন অসংলগ্ন ও পরিবর্তনশীল ব্যাখ্যা আন্তর্জাতিক মহলে ব্যাপক সন্দেহের সৃষ্টি করেছে।",23.73,10.53,16.95,2.0,3.0,1.0,5.0,3.0,5.0,3.17
news-46002945,ভারতের দিল্লি বিশ্ববিদ্যালয় তাদের পাঠ্যক্রম থেকে কয়েকটি বই বাদ দিতে চলেছে।,"দিল্লি বিশ্ববিদ্যালয় তাদের রাষ্ট্রবিজ্ঞানের এমএ পাঠ্যক্রম থেকে দলিত চিন্তাবিদ কাঞ্ছা ইলাইয়া ও ক্রিস্টোফার জেফারলেটের লেখা চারটি বিতর্কিত বই বাদ দেওয়ার প্রক্রিয়া শুরু করেছে। বিশ্ববিদ্যালয় কর্তৃপক্ষের দাবি, বইগুলোতে গবেষণালব্ধ তথ্যের অভাব রয়েছে এবং এগুলো শিক্ষার্থীদের মধ্যে বিভেদ সৃষ্টি করতে পারে। মূলত 'হিন্দুত্ব-বিরোধী' হিসেবে চিহ্নিত এই বইগুলো আগামী শিক্ষাবর্ষ থেকে পাঠ্যতালিকা থেকে সরিয়ে ফেলার পরিকল্পনা নেওয়া হয়েছে।",20.9,12.31,20.9,3.0,5.0,1.0,5.0,3.0,5.0,3.67
