id,reference,generated,rouge1,rouge2,rougeL,relevance,completeness,faithfulness,coherence,conciseness,fluency,avg_score
entertainment-arts-26706229,The BBC is to feature more arts stories in programmes like The One Show in a bid to make the subject less elitist.,"BBC director general Tony Hall will announce new arts commissions, including a revival of the landmark 1960s series ""Civilisation,"" aimed at engaging children and young people with the arts. The new series will seek an authoritative presenter and utilize modern digital technology to provide a fresh perspective on the history of art. Hall emphasized the importance of arts in the BBC's future and announced a 20% increase in funding for arts coverage.",18.75,2.13,12.5,2.0,1.0,1.0,5.0,3.0,5.0,2.83
education-56213402,"Poorer students in England are up to three A-level grades behind more affluent students, research suggests.","The Education Policy Institute (EPI) reports a significant ""disadvantage gap"" in educational attainment between poorer and more affluent students aged 16-19, with disadvantaged students lagging behind by an average of three A-level grades, and up to five grades in certain areas. The study highlights that these disparities are exacerbated by lower GCSE grades and fewer qualifications pursued by poorer students, and calls for increased funding and targeted support to address the widening gap, particularly in the wake of pandemic-related learning losses.",27.72,14.14,13.86,4.0,5.0,2.0,5.0,3.0,5.0,4.0
business-38842721,"Hang out the bunting - well, at least buy a couple of party poppers.","The Bank of England has significantly upgraded its growth forecasts for the UK economy, reflecting improved confidence since the post-Brexit referendum period, with projections now showing a smaller economic contraction than previously expected. Despite this optimism, the Bank warns that Brexit will still negatively impact the economy, predicting it will be 1.5% smaller by 2019 compared to a scenario where the UK remained in the EU. Factors such as stimulus measures, robust consumer confidence, and a strengthening global economy are contributing to this more positive outlook, although challenges like falling business investment and rising inflation remain.",5.41,0.0,3.6,1.0,1.0,1.0,4.0,3.0,5.0,2.5
uk-politics-36836980,All MPs are to be automatically offered additional security in their constituency offices and homes.,"In response to heightened security concerns following the death of Labour MP Jo Cox, the Estimates Committee has decided to automatically offer enhanced security measures to all MPs without requiring prior approval from the parliamentary expenses watchdog, Ipsa. This change aims to expedite the installation of security features such as panic buttons and additional locks, addressing previous delays in the application process for MPs seeking protection.",22.22,5.06,12.35,3.0,3.0,1.0,5.0,3.0,5.0,3.33
uk-politics-12657524,"With no money left in the government coffers, the ""only strategy"" for growth is to get behind Britain's entrepreneurs, David Cameron has said.","In a speech at the Conservative Party's spring conference, Prime Minister David Cameron emphasized his commitment to fostering economic growth, promising that the upcoming Budget would be the ""most pro-growth"" in a generation and vowing to support small businesses by reducing bureaucratic obstacles. However, the Labour Party criticized his approach as lacking substance, accusing the government of offering ""empty words"" without a concrete strategy to stimulate job creation and economic recovery.",20.62,4.21,10.31,3.0,2.0,1.0,5.0,3.0,5.0,3.17
technology-19700791,Warcraft's online gaming world is about to get a bit bigger.,"The upcoming expansion for World of Warcraft, Mists of Pandaria, launches on Tuesday, introducing the new continent of Pandaria and the playable Pandaren race, alongside a new monk character class. This expansion aims to revitalize the game's declining subscriber base, which has fallen to nine million, partly due to increased competition from other popular titles. Blizzard is also implementing various gameplay changes and challenges to enhance player engagement.",17.28,0.0,9.88,2.0,2.0,1.0,5.0,3.0,5.0,3.0
business-40666236,The European Central Bank (ECB) has insisted there is still a long way to go before it can call a halt to its economic stimulus programme.,"ECB President Mario Draghi dismissed speculation about an imminent reduction of the bank's bond-buying program, maintaining the current rate of 60 billion euros per month and keeping interest rates at 0%. He emphasized the need for patience regarding inflation, which remains below the ECB's target, while noting the success of the program in creating jobs and improving economic sentiment. Market reactions were sensitive to Draghi's comments, with the euro rising to a 14-month high against the dollar following hints of potential future discussions on tapering QE.",11.97,0.0,8.55,3.0,5.0,1.0,5.0,2.0,5.0,3.5
business-22689987,South Africa's economic growth slowed sharply in the first three months of the year.,"South Africa's economy grew by only 0.9% from January to March, raising concerns about its recovery after a 2.5% growth last year. The slowdown is largely attributed to maintenance closures in key industries, particularly petroleum, prompting the Reserve Bank to maintain interest rates at 5% amidst a deteriorating economic outlook and rising inflation pressures.",25.0,5.71,16.67,4.0,5.0,1.0,5.0,4.0,5.0,4.0
business-42226808,"The UK's biggest bioethanol producer has stopped production at its East Yorkshire plant, blaming government ""inaction"".","Vivergo Fuels has indicated that there is ""no guarantee"" of resuming production at its Hull facility due to rising losses linked to government delays in mandating a 10% bioethanol blend in petrol. The company, which employs 150 people and supports 3,000 in the supply chain, has called for urgent government action to implement the E10 fuel blend to ensure the sustainability of the UK bioethanol industry.",19.05,7.32,11.9,3.0,4.0,2.0,5.0,3.0,5.0,3.67
technology-54360612,US President Donald Trump's re-election campaign is running hundreds of Facebook advertisements pushing an unfounded conspiracy theory that Joe Biden cheated during the first US presidential debate.,"The Trump campaign has launched advertisements suggesting that Democratic challenger Joe Biden used a hidden earpiece during a recent debate, claiming he refused to undergo an ear inspection. These allegations, which have been widely circulated on social media and are unproven, include other baseless rumors about Biden requesting breaks and avoiding a drug test. Despite the claims gaining traction, they are part of a long history of unfounded accusations against presidential candidates from both parties.",25.0,1.96,17.31,3.0,4.0,1.0,5.0,3.0,5.0,3.5
uk-scotland-scotland-politics-41036484,The chief executive of the Scottish Police Authority (SPA) is to retire early.,"John Foley is set to leave his role as chief executive of the Scottish Police Authority (SPA) in October, receiving a financial settlement as part of his early retirement due to changes in the organization's structure. His departure follows criticism of the SPA's governance and relationships, as highlighted in a review by HM Inspectorate of Constabulary, and comes shortly after SPA chairman Andrew Flanagan announced his resignation. The SPA plans to appoint a temporary chief officer while addressing ongoing issues related to transparency and public confidence in policing oversight.",25.0,13.73,17.31,3.0,5.0,1.0,5.0,3.0,5.0,3.67
technology-51510196,It was the week when the mobile phone industry's biggest annual trade show was called off over fears about the spread of the coronavirus.,"The cancellation of Mobile World Congress due to the coronavirus has sparked discussions about the role of social media in spreading fear and misinformation about the virus. Experts, including Dr. Lee Riley, noted that while the virus poses a threat, the rapid dissemination of partial information online exacerbates public anxiety. As tech companies like Samsung continue to launch new products, the industry faces significant challenges, including potential supply chain disruptions and the need to combat misinformation.",21.78,4.04,13.86,2.0,4.0,1.0,4.0,3.0,5.0,3.17
uk-wales-33793177,"Wales has the highest take-up of broadband of any of the devolved nations, according to a report from the watchdog Ofcom.","Nearly 79% of premises in Wales can access super-fast internet, a 24% increase since 2014, with a take-up rate of 77%, surpassing Scotland and Northern Ireland. Despite this progress, Wales has the lowest 4G availability in the UK, with only 23% of adults having access to 4G services. The Ofcom report also highlights that Welsh adults spend more time watching television than anywhere else in the UK, averaging over four hours daily, while radio consumption remains high, with 94.5% of the adult population reached by radio services.",25.0,7.27,14.29,3.0,5.0,1.0,5.0,2.0,5.0,3.5
uk-politics-20775071,"Allegations that a police officer falsely claimed to have witnessed former Chief Whip Andrew Mitchell calling police ""plebs"" are ""exceptionally serious"", No 10 says.","Mr. Mitchell, who resigned following an incident at Downing Street where he allegedly called police ""plebs,"" is calling for a full inquiry after Channel 4 News reported that a police officer may have fabricated evidence by posing as a witness. The Metropolitan Police Federation has denied any conspiracy, while the Independent Police Complaints Commission is investigating the claims, which have raised serious concerns about police conduct and integrity.",26.09,11.11,17.39,3.0,3.0,2.0,5.0,3.0,5.0,3.5
world-latin-america-47658080,"For many Brazilians, Michel Temer's ascension to president was surprising. But as the first Brazilian president to have charges brought against him while in office, his arrest is less unexpected.","Former Brazilian President Michel Temer, who took office after the impeachment of Dilma Rousseff in 2016, faced serious allegations of corruption, including leading a bribery scheme and obstructing justice. Despite denying the charges and claiming he was targeted by political adversaries, he was arrested after leaving office when he lost legal protections. Temer's presidency was marked by low approval ratings and public discontent, culminating in his replacement by Jair Bolsonaro in 2018.",25.0,7.84,15.38,3.0,2.0,1.0,5.0,3.0,5.0,3.17
uk-england-birmingham-47374127,Three siblings have had their stomachs removed after testing positive for a cancer gene following the deaths of their mother and sister.,"Tahir Khan, Sophia Ahmed, and Omar Khan underwent preventive gastrectomy at Addenbrooke's Hospital after genetic testing revealed they carried a gene linked to a rare stomach cancer that claimed the lives of their mother and sister. Despite the challenges of adjusting to life post-surgery, they believe the operation saved their lives, although Tahir's daughter has now tested positive for the same gene, raising concerns for her future.",32.61,13.33,21.74,4.0,5.0,2.0,5.0,3.0,5.0,4.0
uk-england-leeds-54470312,"The death of a British backpacker in Malaysia remains a mystery six years on, an inquest has heard.","Gareth Huntley, a 33-year-old volunteer from Leeds, went missing on Tioman Island on May 27, 2014, and his body was discovered on June 4. An inquest revealed that while the cause of death remains unclear due to decomposition, a third-party involvement could not be ruled out; his family expressed ongoing pain and unanswered questions surrounding the ""mysterious circumstances"" of his death.",26.83,2.5,12.2,4.0,5.0,1.0,5.0,4.0,5.0,4.0
world-asia-31001251,"The recent high-profile spat with the US over the Hollywood film ""The Interview"" painted North Korea's enigmatic young leader Kim Jong-un as impetuous.","The article discusses the ambitions of North Korean leader Kim Jong-un, highlighting his focus on establishing a power base, economic development, and the goal of Korean reunification. Insiders suggest that while he employs ruthlessness to maintain control, he also invests in infrastructure to gain the loyalty of future generations. Additionally, the article emphasizes North Korea's reliance on China for survival and the strategic importance of the regime in the context of U.S. military presence in the region.",20.75,9.62,13.21,1.0,1.0,1.0,4.0,2.0,5.0,2.33
world-middle-east-18571193,Saudi Arabia is to allow its women athletes to compete in the Olympics for the first time.,"Saudi Arabia's Olympic Committee will oversee the participation of women athletes who qualify for the Olympics, marking a significant shift in the country's stance on female sports participation amid strong opposition from religious conservatives. This decision follows intense discussions among top officials, including King Abdullah, and reflects ongoing efforts to reform women's roles in Saudi society. Female competitors will be required to wear modest attire, including a sports hijab, as part of the country's cultural considerations.",22.68,10.53,14.43,3.0,5.0,2.0,4.0,2.0,5.0,3.5
uk-england-hereford-worcester-51539199,A body has been found in the search for a woman who went missing in floods after her car got stuck in water.,"Yvonne Booth, 55, was swept away by floodwaters near Tenbury Wells, Worcestershire, and her body was later recovered during a search operation. The severe flooding, exacerbated by Storm Dennis, has affected hundreds of properties across the West Midlands, prompting emergency evacuations and numerous flood warnings, with some areas experiencing record water levels. A man rescued from the same incident remains in stable condition in the hospital.",24.72,2.3,13.48,2.0,4.0,1.0,5.0,3.0,5.0,3.33
world-europe-isle-of-man-56422262,"High Covid-19 infection rates mean it is ""too risky"" to allow household support bubbles to be formed on the Isle of Man, the chief minister has told Tynwald.","Isle of Man Chief Minister Howard Quayle stated that mixing households is currently the primary way the virus spreads, leading to the extension of the island's third lockdown until the end of March, with 872 active cases reported. While support bubbles are under consideration, Quayle emphasized that the spread of the more transmissible Kent variant makes it unsafe to implement them at this time, despite concerns from local representatives about the mental health impacts on families.",28.3,7.69,13.21,3.0,3.0,1.0,4.0,3.0,5.0,3.17
technology-30795245,Prosecutors have said the alleged creator and operator of the Silk Road underground market operated like a traditional drug lord.,"Ross Ulbricht is on trial in New York, accused of operating the Silk Road, a dark web marketplace for illegal drugs and other commodities, and making millions in bitcoin commissions. He faces multiple charges, including narcotics trafficking and money laundering, and has pleaded not guilty, claiming he is a ""perfect fall guy"" for the site's true owners. If convicted, Ulbricht could face life in prison, while evidence related to alleged murder plots will be presented in court, despite no murders being confirmed.",19.42,3.96,11.65,3.0,3.0,1.0,5.0,2.0,5.0,3.17
newsbeat-11997559,Adele has announced a UK tour starting in Leeds next April.,"Adele will embark on a UK tour in support of her second album, ""21,"" which is set to release on January 24, with the first single ""Rolling In The Deep"" debuting on January 16. The album, recorded in Malibu and London, reflects her personal growth and experiences since her debut album, ""19."" Tickets go on sale on December 17, with early access for fans available from December 15.",12.66,5.19,12.66,2.0,1.0,1.0,5.0,2.0,5.0,2.67
uk-england-oxfordshire-20503005,Refuge centres have been set up in Oxfordshire as flood warnings on more rivers are put in place.,"Blackbird Leys Leisure Centre and Langdale Hall in Witney are prepared to accommodate residents affected by flooding, as the Environment Agency has issued warnings for the River Thames and River Windrush. Oxfordshire County Council indicated that some households may need to evacuate within the next 24 hours, while flood barriers have been installed in various areas to mitigate risks. Local farmers report significant vehicle rescues from flooded roads, highlighting the dangers posed by drivers ignoring road closures.",23.16,2.15,12.63,3.0,4.0,1.0,5.0,2.0,5.0,3.33
uk-england-london-46741638,A man has been arrested on suspicion of murdering a security guard who was stabbed to death at a private party in London's West End on New Year's Day.,"Tudor Simionov, a Romanian national, was attacked by a group of men while working as security at a party in London, resulting in significant injuries to him and two other security staff, as well as a 29-year-old woman. A 26-year-old man has been arrested in connection with the incident, which police described as a ""shocking attack."" In a separate incident, Charlotte Huggins was fatally stabbed in Camberwell, with a 34-year-old man released on bail after being arrested on suspicion of attempted murder.",35.29,15.38,16.81,3.0,3.0,2.0,4.0,2.0,5.0,3.17
entertainment-arts-11956797,Rock star Eric Clapton is to sell off part of his extensive guitar collection to raise money for his rehab clinic.,"Eric Clapton will auction over 150 lots, including a guitar used during the 2005 Cream reunion shows and vintage amps, in New York next year, with proceeds benefiting the Crossroads Centre in Antigua. Notable items include guitars donated by Jeff Beck, JJ Cale, and Joe Bonamassa, and the auction will take place on February 9, following a display at Bonhams in London from January 23 to 26.",9.09,2.33,9.09,3.0,5.0,1.0,5.0,2.0,5.0,3.5
business-31949307,You have to feel the Office for Budget Responsibility's (OBR) pain.,"The Office for Budget Responsibility (OBR) has criticized the UK government for submitting late costings for significant policy measures, complicating its economic forecasts. OBR chairman Robert Chote highlighted that the complexity of the government's medium-term spending assumptions has increased dramatically, making it difficult to understand and undermining the transparency intended by the OBR's establishment. This lack of clarity poses challenges for accurately predicting future spending and budget balances.",19.28,9.88,16.87,2.0,1.0,1.0,5.0,4.0,5.0,3.0
world-africa-39842686,Nigeria's President Muhammadu Buhari is seeking fresh treatment in London for an undisclosed illness.,"Nigerian President Muhammadu Buhari has traveled to London for medical treatment, leaving Vice-President Yemi Osinbajo in charge, as concerns about a potential power vacuum grow amid the country's recession. Buhari reassured the public that ""there is no cause for worry,"" but his health has been a topic of anxiety, particularly following his previous medical leave and the historical context of former President Yar'Adua's health issues. The president's last official act was meeting with 82 schoolgirls recently released from Boko Haram captivity, while the exact duration of his stay in London will depend on medical advice.",15.65,7.08,10.43,2.0,5.0,1.0,4.0,1.0,5.0,3.0
10157432,The Italian government has approved austerity measures worth 24 billion euros (£20bn; $29bn) for the years 2011-2012.,"Italy has announced spending cuts amounting to 1.6% of GDP to reduce its budget deficit, including reductions in public sector pay, a freeze on new recruitment, and a clampdown on tax avoidance. Protests have erupted among public sector workers, who argue that their sector has already faced significant cuts and demand that the government focus on addressing tax evasion instead. The government aims to lower its deficit to below 3% of GDP by 2012 to maintain investor confidence and avoid a debt crisis similar to Greece's.",9.43,0.0,7.55,3.0,2.0,1.0,5.0,4.0,5.0,3.33
uk-england-tees-17350377,"A project to support families in Hartlepool affected by separation has been boosted by a £460,778 grant from the Big Lottery Fund (BLF).","Headland Future has received funding to provide financial and counseling support to families, benefiting an estimated 400 parents and children. The initiative builds on a successful pilot scheme that assisted over 100 families, with a focus on training parents to support one another through challenging situations.",22.86,2.94,11.43,2.0,1.0,1.0,4.0,4.0,5.0,2.83
uk-england-wiltshire-54161565,People in Wiltshire are being asked what they would like to see in the county's museum when it moves to its new home in a former courthouse.,"Wiltshire Museum is relocating to the historic Assize Court in Devizes, a site that has been vacant since the 1980s, and is seeking community input for its redevelopment through a survey by the Devizes Assize Court Trust. Plans for the restoration include exhibition galleries, a café, and community spaces, aiming to blend the building's historical significance with modern enhancements. A public consultation will be held to gather feedback on the proposed designs.",19.8,0.0,11.88,3.0,5.0,1.0,5.0,3.0,5.0,3.67
world-europe-43649668,Footage has emerged appearing to show tension between Spain's Queen Letizia and her mother-in-law Queen Sofia.,"During Easter Mass in Mallorca, Queen Letizia was filmed blocking a photograph of Queen Sofia and her daughters and removing Sofia's hand from her daughter Infanta Sofía's shoulder, leading to a tense exchange before King Felipe intervened. The incident has drawn criticism from the public and sparked anger from Marie Chantal of Greece, highlighting the deteriorating relationship between Queen Letizia and Queen Sofia. Reports suggest that tensions have been building since the birth of Letizia's daughters, despite King Felipe's attempts to foster family unity.",22.22,7.55,12.96,3.0,5.0,1.0,5.0,3.0,5.0,3.67
world-middle-east-24834204,"A public prosecutor and his driver have been killed in the restive south-eastern Iranian province of Sistan Baluchistan, state media say.","Mousa Nouri, a prosecutor in Zabol, was shot dead by unknown assailants while traveling to work, just weeks after an attack that killed 14 border guards. Although the judiciary chief stated the incidents were unrelated, tensions remain high in Sistan Baluchistan, where clashes between security forces and rebel groups have been frequent. A rebel group, Jaish al-Adl, claimed responsibility for the earlier attack, prompting the execution of 16 individuals by authorities.",25.53,4.35,14.89,2.0,2.0,1.0,4.0,3.0,5.0,2.83
uk-scotland-scotland-politics-40855469,The Scottish government plans to create a new benefit to help people struggling to pay for funeral costs.,"The Scottish government has proposed a new Funeral Expense Assistance benefit to help prevent financial hardship for those affected by the death of a loved one, aiming for implementation by summer 2019. Equalities Secretary Angela Constance emphasized the need for decisive action to address rising funeral costs, which can push vulnerable individuals into poverty, and outlined a comprehensive 10-point plan to tackle funeral poverty through various support services and initiatives.",31.46,16.09,24.72,3.0,5.0,1.0,5.0,2.0,5.0,3.5
uk-scotland-scotland-politics-46541974,Scottish Finance Secretary Derek Mackay has struck a deal to pass his plans for tax and spending for the year ahead at Holyrood. What are the big ideas and spending commitments?,"The Scottish finance secretary has decided to maintain the current income tax rates while increasing the starter and basic rate thresholds by inflation, but has frozen the higher rate threshold, diverging from UK-wide increases. The budget includes significant funding increases for health, education, and infrastructure, while also proposing a 3% public sector pay rise for lower earners and a 2% rise for those earning between £36,500 and £80,000. The budget was supported by the Green party, ensuring continued backing for the minority SNP government.",22.03,5.17,16.95,3.0,2.0,1.0,5.0,4.0,5.0,3.33
uk-20509003,"The chairman of the BBC Trust, Lord Patten, has told MPs he had no choice but to agree to a £450,000 pay-off to director general George Entwistle.","Mr. Entwistle resigned as BBC director general after just 54 days due to a controversy surrounding a Newsnight report that wrongly implicated Lord McAlpine in child abuse. Following negotiations, he received a severance package of 12 months' pay, while Lord Patten emphasized the need for the BBC to maintain high standards in investigative journalism despite recent mistakes.",32.56,9.52,13.95,3.0,2.0,1.0,5.0,4.0,5.0,3.33
uk-wales-south-west-wales-25024708,"A man who left unwanted furniture including a wardrobe, TVs and bed outside a shut charity shop has landed himself a £1,000 court bill for fly-tipping.","Ronnie James Carroll, 47, was fined £420 and ordered to pay compensation after admitting to multiple fly-tipping offenses involving the dumping of furniture outside a Barnardos charity shop in Ammanford, which hindered operations and resulted in damaged goods. The Carmarthenshire council emphasized that such actions are serious offenses and have led to warnings being posted at charity shops to deter similar incidents.",17.58,6.74,10.99,4.0,2.0,1.0,5.0,3.0,5.0,3.33
uk-england-leicestershire-51356195,A diary detailing a soldier's experience in the Battle of the Somme has been discovered in a barn.,"A diary written by Pte Arthur Edward Diggins, detailing his experiences during the first day of the Battle of the Somme, is set to be auctioned next month after being discovered in Leicestershire. The poignant entries describe the horrors of the battle, which resulted in over 20,000 British casualties, but reveal that Diggins survived and later returned home to his family. The auction is scheduled for March 20, with an estimated value of £300 to £400.",25.0,12.77,22.92,2.0,2.0,1.0,4.0,2.0,5.0,2.67
business-18074966,What makes an entrepreneur? The BBC's Roman Lebed and Tom Santorelli speak to Ruslan Gritsaylo about how he set up a business taking people on paratrike tours in the skies above Kiev.,"Ruslan Gritsaylo, a third-generation pilot from Kiev, operates a paratrike business that offers customers aerial experiences, capitalizing on the lack of competition and evolving technology in the field. Despite navigating complex aviation regulations in Ukraine, he has successfully attracted thousands of clients annually, diversifying his services to include advertising and high-quality video production of flights. Gritsaylo emphasizes the joy of flying and the importance of innovation in maintaining his business's success.",26.17,3.81,13.08,3.0,2.0,1.0,5.0,4.0,5.0,3.33
uk-northern-ireland-40941393,"The government has said there must be an ""unprecedented solution"" for the border between Northern Ireland and the Republic after Brexit.","The UK government has proposed measures to avoid a hard border between Northern Ireland and the Republic of Ireland post-Brexit, emphasizing no physical customs infrastructure and suggesting exemptions for small and medium-sized businesses from new tariffs. Critics, including Labour, have dismissed the proposals as lacking detail and unrealistic, while the European Commission stresses the need for a political agreement to protect the Good Friday Agreement before discussing technical solutions. The government aims to maintain the Common Travel Area and ensure seamless trade, but concerns remain about the potential economic and political impacts of Brexit on Northern Ireland.",23.33,13.56,18.33,3.0,2.0,1.0,5.0,1.0,5.0,2.83
